req_text;profession
Boa tarde. Somos distribuidores de pastilhas de metal duro utilizada em usinagem e nosso fornecedor faz um trabalho de reciclagem do material após a utilização pela indústria. Gostaria de informação em como proceder para conseguir licença e certificação, pois a Honda estará negociando a sucata que tem desse material conosco, mas está solicitando esses documentos. A foto mostra o material que sucateamos e onde são armazenados para envio ao fabricante “Sandvik”.;private
Gostaria de saber como inserir as dissertações de nosso Programa de Pós-Graduação em Memória e Acervos no Portal Domínio Público. Obrigada;government
Prezados, boa tarde! Sou Diretor de TI da Universidade Federal dos Vales do Jequitinhonha e Mucuri e recentemente, a pedido da Reitoria, estamos desenvolvendo um estudo em conjunto com a Diretoria de Comunicação visando a migração de nosso portal institucional atual (www.ufvjm.edu.br). Realizamos a catalogação das informações atuais contidas no site e esbarramos em um aspecto que não temos conhecimento o suficiente e por isso é motivo de solicitar informações de vossas senhorias: 1) Poderiam fazer a gentileza de nos fornecer/nortear acerca de legislação/normas que tratam sobre publicação de conteúdo em portais/sites de instituições públicas federais? 2) A mesma questão levantada anteriormente, mas no que concerne aos requisitos de acessibilidade. Desde já, agradeço-lhe pela atenção.;government
"Prezados, o art. 34. da Lei 9656 determina que ""as pessoas jurídicas que executam outras atividades além das abrangidas por esta Lei deverão, na forma e no prazo definidos pela ANS, constituir pessoas jurídicas independentes, com ou sem fins lucrativos, especificamente para operar planos privados de assistência à saúde, na forma da legislação em vigor e em especial desta Lei e de seus regulamentos"". À luz deste dispositivo, pergunto se uma operadora de planos de saúde pode ter e operar hospitais e clínicas ambulatoriais sob o mesmo CNPJ? Qual é a penalidade aplicável em caso de descumprimento?";private
Prezados boa tarde. Me chamo Ana Paula Cravo Obeltz, Bibliotecária de formação, e realizei o concurso do IFAC 2016, ficando entre as aprovadas. Já me informei que vocês possuem 10 cargos de BIBLIOTECÁRIO-DOCUMENTALISTA ocupados e 1 cargo vago. Desta forma gostaria de saber para que Campi seria e ainda se vocês possuem o interesse em aproveitamento. Agradeço a atenção e aguardo retorno.;private
Prezado(a) Senhor(a), Visando finalizar a pesquisa de mestrado sobre a implantação do PMCMV no município de Vila Velha/ES, realizada na UFES/ES, solicito informações a respeito do índice de inadimplência das prestações dos contratos do FAIXA 1 deste município, nos anos de 2015, 2016 e 2017. Desde já agradeço a colaboração, Atenciosamente, Wildes Krohling;private
Solicito as garantias(Anexo 6 do Contrato de concessão) apresentadas pelos consórcios ganhadores dos editais de concessão dos aeroportos: São Gonçalo do Amarante, Brasília, Guarulhos e Viracopos.;academic
Conforme Lei Nº 12.527, DE 18 DE NOVEMBRO DE 2011 que dispõe sobre a lei de acesso à informação e Instrução Normativa ANAC N° 70, DE 30 DE ABRIL DE 2013, venho solicitar dados quantitativos desta Agência. Solicito que seja informado, para o período de Janeiro de 2010 à Dezembro de 2015 o número de empresas RBAC 121 que protocolaram pedido para certificação junto a esta Agência. Além disso, para o mesmo período, o número de empresas RBAC 121 que concluíram o processo de certificação, recebendo a sua concessão. De forma análoga, solicito para o referido período o número de empresas RBAC 135 que protocolaram pedido de certificação junto a esta Agência e o número de empresas que concluíram o processo de certificação, recebendo a respectiva autorização para operar. Os dados visam ser usados em âmbito acadêmico, no desenvolvimento de estudos na área de Ciências Aeronáuticas.;academic
"Senhores, venho por meio deste pedido solicitar a tese de doutorado da professora doutora pela UFSCar Kátia Cristina Nascimento Figueira, o tema de sua tese foi ""Forças Armadas e Educação: o Colégio Militar de Campo Grande - MS (1993-2010), Ano de obtenção: 2011."" Segue o Lattes da mesma. http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4783986E1 Procurei nas teses da UFSCAR e não encontrei, desde já agradeço. Atenciosamente,";academic
Sou Mestrando da UNIR-RO. Pretendo Pesquisar sobre o PRONATEC de minha região. A pesquisa pretende analisar o PRONATEC e seu contexto regional. A pesquisa envolve alguns (cito: CORUMBIRIA, COLORADO D'OESTE, CABIXI, CEREJEIRAS, VILHENA, CHUPINGUAIA E PIMENTEIRAS) municípios do estado de Rondônia, porém minha necessidade se resume às seguintes questões: Quantos e quais cursos foram executadas nos respectivos municípios nos anos de 2011 a 2016? Qual a carga horária dos cursos realizados? Quais as instituições foram executoras do programa em cada um dos municípios e seus cursos realizados? caso possível atendimento, poderei detalhar melhor as questões. Sem mais, Adriano Fermow;academic
SIM! Como posso conseguir para fazer a busca no DIÁRIO OFICIAL DA UNIÃO DAS AMBULÂNCIAS SAMU que foram contempladas ano 2016 e recebidas, entregues no ano 2017? E para participar dos próximos LOTES de ambulâncias que o Ministério da Saúde irá disponibilizar ano 2017 como faço para tomar ciente? E quais os critérios e e-mails do Ministério para que sejam enviados documentos destas Prefeituras/Secretarias da saúde? A escolha anterior se deu através de NOTA TÉCNICA publicada pelo Ministério e então como eu vou saber e o que preciso enviar para vocês? Existe manifestação de interesse? Obrigada.;academic
Prezados colegas bom dia. Solicito a relação de todos os servidores da UFVJM, que aderiram ao PDV estipulado pela MP 792 de 2017, com relação a redução de carga horária e que estão recebendo o incentivo pecuniário de meia horas diárias previsto na portaria 291/2017 art. 22. Caso achem mais prudente, poderá ser informado somente o CPF de cada servidor, com asterisco nos primeiros tres dígitos e nos últimos dois conforme o exemplo: CPF n° ***.999.999-**. Grato.;government
Solicito informação pública e não sigilosa referente a Declaração de Dispensa de Título Minerário, se a regularização da extração mineral da substância argila também pode ser legalizada via regime de licenciamento mesmo que seja para fins de obras de terraplanagem de obras pública federais.;private
Em certames licitatórios, durante a análise de prorrogações contratuais, tais como a contratação de serviços de secretariado e vigilância, verificou-se que haviam empresas que estavam licitando e prorrogando contratos, mas vinham sofrendo ocorrências impeditivas indiretas por outro ente da Administração. Estas ocorrências se tratavam sanções administrativas, aplicadas pelo contratante ao contratado por eventual descumprimento contratual, o suspendendo do direito de licitar ou de prorrogar contratos por determinado período. Essas sanções são aplicadas com a finalidade de proporcionar maior segurança aos gestores públicos, bem como ampla transparência aos procedimentos licitatórios realizados pelo Governo Federal. Contudo, há uma problemática que acomete o dispositivo da Lei 8.666/93, respectivamente em seu art. 87, no que diz respeito à sua abrangência e aos seus efeitos. Parte das empresas licitantes vêm sendo sancionadas e continuam podendo licitar com a Administração Pública, por uma interpretação sistemática do dispositivo que menciona o vocábulo “Administração” e não “Administração Pública. Esse raciocínio decorre das disposições constantes no artigo 6º da Lei 8.666/93, que define Administração Pública como sendo “a administração direta e indireta da União, dos Estados, do Distrito Federal e dos Municípios”, e Administração como sendo “órgão, entidade ou unidade administrativa pelo qual a Administração Pública opera e atua concretamente”. Dessa forma, faz-se de suma importância que esta Instituição preste, no prazo de 20 (vinte) dias, conforme estabelecido pelo art. 11 Lei nº 12.527/2011 - Lei de Acesso à Informação, as seguintes informações: (i) como a matéria vem sendo tratada por esta Instituição?, (ii) na realização de procedimentos licitatórios, esta Instituição entende pela extensão ou não dos efeitos das ocorrências impeditivas indiretas?, e (iii) na prorrogação de contratos já vigentes, o entendimento pela extensão é o mesmo? Att.;academic
Excelentíssimo Dr. Ouvidor do Governo Federal Paulo Ribeiro de Santana - Boa noite! O Dr. Valmir Batista - GEÓLOGO justificou se por várias vezes que o interesse dele é que seja INTERDITADA a MINA MORRO DO OURO da COMUNIDADE QUEIMADAS de Dirceu Arcoverde - Piauí e quanto a minha posição e demais associados da COOPERCOL - Cooperativa de Extração Mineral de Caracol é de realizarmos o TRABALHO de EXPLORAÇÃO no centro da MINA aonde indiquei a PEDRA GIGANTE. Gostaria muito que o DNPM - Departamento Nacional de Produção Mineral acatasse a nossa decisão permitindo uma PLG = 50 Hectares, porque o nosso objetivo é Geração de Emprego e Renda para todos nós e população. Atenciosamente, Odila Ribeiro Soares - (89) 9 81365359 VIVO;academic
Aproveitando o ensejo do novo Governo, cuja fala do Exmº. Sr. Presidente Jair Bolsonaro é dar transparência aos atos e contratos públicos, princípio basilar do direito de acesso à informação que outrora foi-me negado pelo gestores do banco para beneficiar agentes apadrinhado por políticos do PT, PMDB e PP. Nessa senda, venho por este meio solicitar novamente as informações contratuais das empresas MW Goés Festas e Eventos, CNPJ: 13.236.887/0001-63, e MOG Festas e Eventos Ltda, CNPJ 13.317.766/0001-46, entre o período de 2012 a 2015, nomeadamente, as CÓPIAS DAS NOTAS DE EMPENHO, NOTAS DE LIQUIDAÇÃO e COMPROVATIVO DE ORDEM BANCÁRIA (conforme código SIAFI) dos contratos: i) Inex 2012/0003, ii) Inex 2013/0002, iii) Inex 2014/0002 e, iv) Inex 2015/0001. Por fim, em anexo acosto documento da tramitação do pedido anterior que fora estranhamente negada com classificações e justificativas inexistentes. No aguardo de uma resposta, desde já apresento os meus melhores cumprimentos.;academic
Boa tarde. Solicito cópia do processo nº 80000.030023/2015-72 em trâmite no CONTRAN que resultou na elaboração da Resolução nº 588/2016. Nota-se que referida resolução feriu de morte toda uma categoria empresarial composta majoritariamente de micros e pequenas empresa que gera milhares de empregos e renda em muitas cidades brasileiras. Verifica-se que essas empresas são impactadas com maior rigor com a crise politico-econômica no país e com normatizações elaboradas sem consulta aos principais impactados. Att. Diego Bonaldo;private
venho solicitar qual a porcentagem paga a título de adicional de insalubridade aos servidores tecnicos em enfermagem lotados na central de material e esterilização do hospital universitário desta instituição;government
Estou em busca de algumas informações para delimitar melhor meu pré-projeto de pesquisa do mestrado profissional em Direito e Políticas Públicas da Universidade Federal de Goiás (UFG). Meu tema de trabalho é sobre o sistema correcional nas Instituições Federais de Ensino Superior (IFES), com objetivo inicial de criar um modelo de sistema correcional como política pública pautada na transparência e eficiência para a UFG. A princípio meu foco é no estudo das corregedorias já instaladas, como modelo de estruturação indicado pela CGU. A UNILAB consta como tendo corregedoria instalada, no site da CGU. Deste modo, tenho algumas perguntas de questionário para delimitar melhor meu objeto de estudo, muitas delas formuladas com base na minha experiência de trabalho na UFG na área de correição, conforme segue em anexo.;government
Estou desenvolvendo uma pesquisa de índice de preços, e para isso necessito de alguns dados do Censo 2010 que não foram divulgados. A informação que necessito é o rendimento nominal mensal (nas diversas faixas de rendimento), por bairro, no município de Lavras em Minas Gerais.;academic
Bom dia. Onde encontro a listagem ou arquivo que conste os registros dos agrotóxicos autorizados para serem comercializados no Brasil, procuro especialmente a FISPQ e a bula ou receituário agronômico, em .pdf ou outro arquivo. Por exemplo a do roundup encontrei e segue anexo como exemplo.;private
Tenho um acordo do acordo no banco no valor de 7X R$627,19, mas por motivos pessoais não consigo pagar esse valor, solicitei varias vezes ao banco para diminuir o valor das parcelas, mas não obtive sucesso. Em uma resposta das solicitações fui informada que esse valor poderia ser negociado em 36X R$190,00 sem possibilidade de liquidação antecipada da dívida, por isso não aceitei. Entrei novamente em contato com o banco e fui informada que a liquidação antecipada existe, porém a nova negociação não estava disponível no momento. Há divergências de informações e ainda não consegui negociar, acarretando juros e situações desagradáveis. Gostaria de saber como proceder nesse caso e se o banco pode agir dessa maneira. Saliento que recebo meu salário por lá e solicitei portabilidade de valores por conta da falta de negociação e ainda sofro descontos. Não estou me recusando a pagar, só preciso diminuir os valores para poder honrar os meus compromissos. Aguardo resposta e estou à disposição para esclarecimentos.;private
Gostaria de saber qual o procedimento que faço para dar entrada na minha carteira de pescador profissional artesanal pois pesco a mais de 10 anos e a alguns anos venho tentando tirar mais nunca consigo pois não estão tirando...;private
Solicito por gentileza a renda média dos idosos aposentados no Brasil (no período dos últimos cinco anos) e a renda média dos idosos aposentados no Brasil que permaneceram no mercado de trabalho (no período dos últimos cinco anos). Quantitativos de aposentados no Brasil por ano, quantitativo de aposentados que retornaram ao mercado de trabalho por ano, número de aposentados com algum tipo de doença.;private
Bom dia, gostaria de saber qual o entendimento esse Ministério anda aplicando no que se refere a obrigatoriedade de haver controle pontos para os DOCENTES EBTT. Verifico que há vários entendimentos diferentes, algumas instituições exigem, outras dispensam tais servidores do controle efetivo de assiduidade . Em pesquisa pela internet, verifiquei que exite ofício circular do MEC orientando para que seja realizado o controle ponto http://portal.ifba.edu.br/notas-comunicados/anexos-informes-reitoria/ofciocirc.08cggpmec1.pdf Porém, em contra partida, existe também parecer da AGU dizendo que não há obrigatoriedade. http://www.ifsp.edu.br/index.php/arquivos/category/89-reitoria.html?download=13464%3Aparecer-472015-controle-de-ponto Como o MEC é orgão máximo das IFES gostaria de saber qual a posição o mesmo orienta as instituições. Pois há diversas instituições que não controlam a frequência dos servidores EBTT. att;government
Edital de vaga para ocupação de terra;private
Solicito informações sobre a tramitação junto ao Ministério do Planejamento, do Ofício enviado pela SAL do Ministério da Justiça, referente ao Projeto de revisão e atualização da Lei nº 8.159 (Lei de Arquivos). Em anexo segue Oficio enviado A SAL pelo Conselho Nacional de Arquivos (CONARQ), entidade solicitante da alteração de tal Lei.;private
Bom dia. Sirvo-me do presente para requerer informação sobre quais os valores praticados, de 2012 até 2019, no Restaurante Universitário (café da manhã, almoço e jantar) do Campus Curitiba para alunos e servidores. Atenciosamente,;academic
Instituto Nacional Traumatologia e Ortopedia (FISIOTERAPIA) 23/08/16 2 ANOS Esses foram os dados passados pela UFRJ, porém, o número do convênio, vigente, foi suprimido. Gostaria de tomar conhecimento dessa numeração.;academic
Copia da LPMA processo 01250.02377/2017-75;private
Solicito, por gentileza, o Interior Teor Solução de Divergência 08 - Cosit - 13/04/2011. Ementa: Ementa: SUSPENSÃO DA INCIDÊNCIA. PESSOA JURÍDICA PREPONDERANTEMENTE EXPORTADORA. Na ocorrência de incorporação de outra pessoa jurídica por empresa declarante pelo Lucro Real, o atendimento ou não da condição estabelecida pelo §1o do art. 40 da Lei no 10.865, de 2004, se dará considerando os respectivos valores pertinentes à incorporadora e incorporada de forma agregada, isto é, somados.;private
Dados os intoleráveis desastres naturais ocorridos em Minas Gerais (Mariana e Brumadinho) e a falta de Informações transparentes e precisas acerca de probabilidades de novas repetições dessas tragédias peço acesso a todos os possíveis documentos que demonstrem a situação das demais barragens de dejetos de minérios pelo país, com preferência daqueles que informem sobre as barragens que encontram-se no estado do Pará, especificamente na região de Carajás.;academic
Solicito planilha com lista dos imóveis próprios detalhando valor total da aquisição, área construida e data de pagamento das seguintes unidades gestoras: 070014 (TRE/MG), 080008 (TRT/MG), 090013, 090040, 090041, 090042 (JUSTIÇA FEDERAL).;government
É possível saber como anda a situação dos poços perfurados em Buriti Bravo - MA para atender a população no quisto abastecimento de água? Se já foi feito algum repasse, se as obras já foram iniciadas e/ ou concluídas. Aguardo informações. Obrigada.;academic
Solicitação de acesso ao processo 02204.000003/2017-39 onde consta pedido de exoneração de Luzia Brito Ferreira, pois a mesma estava com uma denúncia em aberta e ainda sendo analisada referente a assédio moral que vinha sendo vítima e mesmo assim foi dispensada do cargo que ocupava sem uma explicação plausível.;private
Prezado/a, Busco uma relação com o contato dos conselhos de saúde e conselhos sobre drogas no âmbito estadual e municipal. Assim como se possível a lista dos membros dos conselhos e as entidades que representam. Att, Nayara Villar;academic
SOLICITO, POR GENTILEZA, ACESSO AOS AUTOS DO PROCESSO N. 48500.000772/2018-74;private
Boa tarde, Gostaria de saber qual a tolerância máxima de erro admitida nas balanças de pesagens de contêineres em termos percentuais para cargas que se situam na faixa entre 10 e 15 toneladas. Isto é, se eu pesasse um conteiner cheio em uma balança X e, após, realizasse a pesagem em uma balança Y, e houvesse divergência de valores, qual seria o limite tolerável em termos percentuais? 0,5%? 1%? 2%? A Portaria 236/94 é muito confusa para leigos no assunto de metrologia. Sendo assim, gostaria desse esclarecimento. Obrigado;government
Solicito informações sobre os processos de número 08657.026032/2017-89 e 08657.026020/2017-54, haja vista que não consigo visualiza-los para acompanhamento no sitio indicado no Recibo de Protocolo. Passados 90 dias, só aparecem em meu nome processos antigos e de outra natureza. Não tem sido possível também visualizar as multas no sitio da PRF, que informa que o RENAVAN do veículo é invalido. Isto pode estar relacionado ao fato que o veículo foi roubado alguns dias depois da infrações, o que me impossibilita de saber desse andamento, ou mesmo acessar as multas. Como sou portador de deficiência física, tendo esse veículo sido comprado com a isenção de IPI, sequer estou conseguindo receber o seguro, haja visto haver impedimento legal de transferência do mesmo à seguradora antes de 2 anos da data da NF. Embora o fato não se relacione diretamente com as multas, é mais uma situação de pendência que gostaria de resolver, seja com acatamento de meu recurso, seja com a negativa e respectivo pagamento dos débitos. Peço aos senhores a prioridade nos termos do artigo 69-A da Lei 9784 de 29/01/99, conforme orientado nas instruções do recibo de protocolo. Desde já agradeço. Cleber leite de Oliveira.;government
"Em 28/03/2017 foi divulgado um Edital de Remoção pelo Instituto Federal do Maranhão prevendo uma vaga na área de Contabilidade para O Campus de São José de Ribamar. Na ocasião, a aprovada era procedente do Campus do IFMA De Santa Inês. uma vez que o edital previa, em seu item 4.3 que ""A remoção dos candidatos classificados dar-se-á, efetivamente, quando da entrada em exercício do servidor que venha a ocupar a vaga a ser deixada pelo removido na unidade de lotação"", gostaria de obter informações a respeito de como o Instituto removeu a servidora sem a nomeação de substituto, descumprindo assim norma editalícia criada pelo próprio Instituto. Em que pese a discricionariedade do Instituto para nomear candidatos excedentes, é sabido que deverão ocorrer nomeações para as vagas que surgirem no decorrer do certame, sobretudo no que tange ao cumprimento de normas fixadas pelo próprio Instituto no desempenho da função administrativa.";government
Boa tarde Venho atraves deste, solicitar os tramites para inscricao ao programa de protecao aos agentes penitenciarios ameaçados de minas gerais, onde dá se o direito de recebe colete balistico e pistola.40 acautelados pelo estado de minas gerais, por favor. Criação do de. Cabo Julio - PROASP http://www.amafmg.com.br/2016/index.php/en/noticias/item/290-cabo-julio-faz-e-mostra-desafio-publico Obrigado pela atencao Marcelo Ataide Melo 31 98660-3004 31 98286-2066 - ramal 3064 - CPD;government
Desejo saber quantos códigos de vaga vagos esta instituição dispõe para o cargo de Administrador. Desde já, agradeço pela atenção.;private
Bom dia, gostaria de solicitar autorização para atendimento como Life Coaching como atividade paralela a desempenhada na CEF. O trabalho de Life consiste em atendimento a PF, como atividade que busca o auto conhecimento. Desde já agradeço!;government
Gostaria de ter acesso ao Acordo Assinado em 2015 e ao Padrão Interno gerado pela Ação Civil Pública 0042100-69.2009.5.20.0002 do Ministério Público do Trabalho da 20ª Região que trata sobre a Dupla Função para trabalhadores que conduzam veículos na realização de atividades no campo ou de fiscalização, quando a CNH não tenha sido exigida no requisito no cargo. Segue em anexo o Acordo disponibilizado pelo SINDIPETRO/ALSE, para parâmetro e facilitação na busca dos documentos solicitados. Grato desde já.;private
1) Tenho algumas contas inativas mas uma em especial me chama a atenção: diz Creditos Complementares. Essa conta também faz parte do rol de contas inativas ? 2) Quais os documentos necessários que terei de levar à agencia para dar entrada no procedimento para saque ?;private
Informar as estratégias de acompanhamento, avaliação e fiscalização realizadas pelo Conselho Nacional de Promoção da Igualdade Racial - CNPIR, em relação à educação para as relações étnico-raciais nas instituições de ensino superior (Lei n. 9.394/96, com a redação dada pelas Leis nº 10.639/03 e n° 11.645/08 e pela Resolução CNE/CP n° 1/04, fundamentada no Parecer CNE/CP Nº 3/2004 c/c Decreto 4885/2003).;government
Sou aluno do Programa de Pós-Graduação em Desenvolvimento Econômico (PPGDE) da UFPR, sob orientação da profa. Raquel Guimarães e estou desenvolvendo minha tese de doutorado na área da economia da saúde, mais especificamente na avaliação do Pacto pela Saúde nos municípios brasileiros. Neste sentido, gostaria de verificar a possibilidade deste órgão disponibilizar os seguintes dados/informações: - Transferências de recursos do SUS (Governo Federal) para os municípios atrelado as condicionalidades do Pacto pela Saúde (transferências financeiras atreladas à assinatura do Termo de Compromisso de Gestão (TCG) o qual vincula o município ao Pacto, conforme Portarias n. 399/2006 e 699/2006). Necessito dessa informação por município brasileiro, por ano, para o período de 2006 a 2012. Desde já agradeço a atenção.;academic
Solicito o valor destinado anualmente às ações ligadas à prevenção, assistência e combate à violência contra a mulher de 2003 a 2016.;academic
Boa tarde, venho por meio desta pedir o número de contratados na área de educação. Gostaria muito que o número de contratado viesse especificando os cargos, pois assim se torna mais fácil de entrar com uma ação no Ministério Público. Um exemplo claro é especificar os cargos no campo das áreas se, professor do primeiro segmento ou se professor de Geografia, história, Português e etc. Gostaria de fazer uma outra referência ao número de dobras, essa prática se torna ilegal quando há um concurso vigente, se caso a instituição puder mandar também esses casos, se não for possível fica um esclarecimento para a instituição buscar medidas para barrar tais ações, pois a educação não pode se tornar refém de interesses individuais em uma máquina pública. Agradeço desde já.;academic
Prezado(a), bom dia. Recentemente li notícia que informa que a CGU adotou a ferramenta sharepoint para comunicação interna, a qual está disponível na nuvem através do pacote office 365 da Microsoft. Trabalho em um órgão da Administração Pública Federal e temos interesse na adoção desta e de outras ferramentas como o Google GSuite e o AWS Educate, as quais trariam um grande ganho nos processos da Instituição, bem como na redução de custos. Sendo assim, gostaria de saber se o processo de adoção do Office 365 não descumpre legislações como o Decreto 8.135/2013 e normativas do Gabinete de Segurança Institucional da Presidência da República ou do Ministério do Planejamento, Desenvolvimento e Gestão? Além disto, caso tenha sido realizado um convênio com a Microsoft ou algum acordo de cooperação, onde consigo ter acesso a essas informações? Fico no aguardo. Obrigado.;government
solicito dados, em valore reais (x atendimentos), referentes à quantidade de atendimentos emergenciais realizados pelo SUS a pacientes originados de ocorrências de acidentes de trânsito e valores totais de atendimentos emergenciais originados de quaisquer natureza (valores totais). solicito também que os dados sejam apresentados mês a mês a partir de janeiro de 2014 até a presente data (setembro 2016) se possível, separar acidentes de trânsito ocorridos em rodovias federais, de acidentes de trânsito ocorridos em outras vias. desde já, muitíssimo obrigado!;academic
Não localizei no site do Planalto informação sobre essa composição do Conselho da República e mesmo qualquer histórico indicando componentes de gestões anteriores.;academic
foi dado entrada no processo no dia 18/01/2016 e até a presente data (04/11/2016)não tenho informação oficial.;government
Gostaria de saber se existe vagas para técnico administrativo especialidade técnico em contabilidade para todos os campus da Universidade Federal do Maranhão;government
Bom dia. Gostaria de solicitar informações a respeito do pagamento de certificadores do último ENEM. A previsão era para a segunda quinzena de janeiro.;government
Solicita o quantitativo atual de trabalhadores ativos do Ministério da Saúde no Brasil, por unidades da federação, considerando trabalhadores todos ou tipos de vinculo existentes: servidores (concursados, requisitados ou de exercício descentralizado), bolsistas, contratado de organismo internacional, contrato temporário da União, DAS sem vinculo, terceirizados (prestadores de serviços) e estagiários conforme planilha anexa.;government
A fim de realizar levantamento sobre a participação das Unidades de TI das Universidades Federais do país nos Conselhos Superiores destas, envio as seguintes perguntas: A Unidade de TI da Universidade faz parte do Conselho Superior? A Unidade de TI é Pró-Reitoria? Se não, é Centro, Núcleo, Superintendência ou outra classificação? A Universidade tem Plano de Desenvolvimento da Tecnologia da Informação vigente? Se sim, onde posso encontrá-lo (link)?;academic
Solicito o envio das planilhas de de pontuação da chamada 12/2017 de bolsa produtividade do CA-ED/ COSAE do CNPq. Solicito que as planilhas enviadas tenham a assinatura dos membros do comitê de acessoramento.;academic
Prezados senhores Gostaria de solicitar informações acerca do Programa Minha Casa Minha Vida na Região Metropolitana do Vale do Aço, localizada em Minas Gerais, região esta constituída pelo núcleo metropolitano composto pelas cidades de Ipatinga, Timóteo, Santana do Paraíso e Coronel Fabriciano. As informações, pertinentes ao Vale do Aço, perpassam basicamente por: * quantitativo de imóveis financiados pelo PMCMV nestas cidades para as faixas de renda 01 , faixa 1,5, faixa 02 e faixa 03, por cidade. * quantitativo de recursos públicos (OGU, FGTS) disponibilizados para financiamento por faixa de renda do PMCMV, por cidade. * quantitativo, em reais, contratado por cidade. * quantitativo, em reais, financiado por cidade. * tipologia dos empreendimentos por faixa de renda do PMCMV. Agradeço a atenção e aguardo retorno.;government
Prezados, Pelo site do Protocolo Integrado (Protocolo 03000001376201603), percebi que o IBGE solicitou no dia 11/05 autorização para nomeação dos aprovados em seu concurso. Com a homologação da seleção do cargo de Técnico em Informações Geográficas e Estatísticas hoje (30/05), gostaria de saber se existe alguma previsão para que essa autorização seja aceita e se o trâmite do processo inclui outras coordenações e departamentos, ou se a decisão se dá no âmbito da Coordenação-Geral de Carreiras, Concursos e Desenvolvimento de Pessoas, na qual o processo está localizado nesse momento. Atenciosamente, Rodolfo Girade;academic
Para desenvolvimento de minha Tese de Mestrado, curso que venho cursando atualmente na Fundação Getúlio Vargas - FGV-SP, solicito informações sobre a empregabilidade das pessoas com deficiência nos diferentes estados brasileiros. Me interessam os números atuais e a série histórica - caso exista. Indicações de outras fontes onde posso consultar esse tipo de informação também são bem-vindas. Muito obrigada;academic
Prezados, Solicito que envie o quadro de professor equivalente atualizado para a área Química. Solicito também a informação se há código de vaga para a área Química. Respeitosamente Leandro;academic
Possuo uma rede de energia elétrica que abastece minha propriedade agrícola. Recentemente fiz alguns reparos nessa rede, inclusive substituição de transformador. Recebo uma correspondência SOLICITANDO A DOAÇÃO de minha rede particular para a COMPANHIA RESPONSÁVEL PARA A DISTRIBUIÇÃO (ENERGIZA).Favor me informar se a mesma deverá me ressarcir das despesas efetuadas recentemente. Desde já agradeço, Obrigado José Armando;private
gostaria de sabe o numero dom pasep de JOSE ADÃO DA SILVA FLORES CPF08110972004, FUNCIONÁRIO publico da BRIGADA MILITAR DE PORTO ALEGRE;private
Bom dia, Gostaria de saber qual a quantidade de códigos de vaga para o Cargo de Contador vagos, no momento, nesta instituição de ensino. Atenciosamente, Jefferson Márcio;government
Obtive uma resposta da TIM MOVEL de que as tarifas dos INFINITY PRE havia aumentado de 0,99 para 1,49 de real em novembro passado.. Gostaria de obter a informação se ela procede.;government
Gostaria de saber qual a minha auto declaração de cor ou raça nos últimos sensos do IBGE?;private
A finalidade para adquirir essas informações é realizar um levantamento estatístico para trabalho científico do curso superior de Sistemas de informação para criação de uma ferramenta online que ajude a diminuir o número de cobranças indevidas por telefonia móvel, fixa, TV à cabo no Brasil com base nos anos de 2016 e 2017.;government
Boa tarde! Sou estudante do curso de Pós-Graduação em Gestão Pública do Instituto Federal de Brasília e gostaria de conversar com alguém responsável pelo controle interno do Órgão. Fizemos uma leitura do último relatório emitido pela CGU e identificamos que foram feitas algumas sugestões como pontos de melhoria para o DNIT na execução de suas atividades. Assim, gostaria de saber se seria possível responder as perguntas em anexo. Se possível, poderia enviar essas respostas até amanha, 17h. Grata.;private
No portal transparência não consegui visualizar servidores por orgão de exercício, que tenham lotação no mesmo órgão, que no caso consultado foi a Câmara dos Derrotados. Como faço para visualizar servidores com lotação e exercício na Câmara dos Deputados?;government
Gostaria de solicitar o encaminhamento da norma interna do Banco que regulamenta o controles de estoques na instituição.;government
Olá, bom dia!, Sou militar da Marinha do Brasil e gostaria de confirmar, se possível, a veracidade quanto uma informação que visualizei conforme os anexos abaixo. Segundo a Diretoria de Administração do Pessoal da Aeronáutica orientou seus militares e dependentes a deixarem de portar no seu trajeto residência x trabalho e vice-versa, o cartão de identidade militar e o crachá funcional, estes deverão portá-los somente no âmbito do COMAER. Ou seja, deixar os respectivos documentos de identificação na unidade a qual o militar serve e portar somente o documento de identidade civil. Desde já agradeço pela atenção. Caso afirmativo quanto informação, queria PARABENIZAR À FORÇA AÉREA BRASILEIRA por se preocupar pelo seu pessoal. Obrigado. Parabéns!;government
boa tarde, cordiais saudações para um 2018 de prosperidade! O Mulheres do Brasil é um grupo de mulheres criado em outubro de 2013 com o objetivo de discutir temas ligados ao Brasil. Ele é composto por mulheres de vários segmentos que têm, em comum, o propósito de serem protagonistas na construção de um país melhor. Tem uma agenda propositiva com planos de ação para pensar e agir pensando no todo, por um país melhor. O grupo não tem partido, apenas levanta a bandeira de uma causa: o Brasil. Para nos conhecer melhor acesse http://grupomulheresdobrasil.com.br. Temos representação em diversos Estados da Federação e grupos para tratar temas específicos e, dentre eles a questão de gênero. Neste sentido, solicitamos informações acerca de projetos, programas, comitês e outras atividades com foco na igualdade de gênero que vossas senhorias estejam planejamento, executando, monitorando no âmbito da vossa instituição. grata pela atenção dispensada no aguardo atenciosamente Mônica Ferreira Dias;private
